booking_code,driver_id,awarded_time,cancel_passenger_time
ADR-4378993-2-146,198100,2016-04-09 17:21:48,2016-04-09 17:22:08
ADR-4379547-2-188,159156,2016-04-09 08:27:03,2016-04-09 08:28:45
ADR-4379547-2-190,175991,2016-04-11 00:30:25,2016-04-11 00:34:37
ADR-4379547-2-191,175991,2016-04-11 00:35:59,2016-04-11 00:38:27
ADR-4379919-2-331,190409,2016-04-09 00:20:28,2016-04-09 00:20:44
ADR-4379919-2-332,284563,2016-04-09 00:21:11,2016-04-09 00:22:09
ADR-4379919-2-336,109146,2016-04-10 15:19:05,2016-04-10 15:19:43
ADR-4379919-2-338,146581,2016-04-12 00:42:09,2016-04-12 00:43:28
ADR-4381483-2-710,45732,2016-04-09 16:05:35,2016-04-09 16:13:07
ADR-4381483-2-719,226093,2016-04-11 22:06:40,2016-04-11 22:07:20
ADR-4382109-2-779,289035,2016-04-13 11:47:21,2016-04-13 11:47:47
ADR-4383256-2-607,115266,2016-04-07 04:58:45,2016-04-07 04:59:44
ADR-4383256-2-610,151340,2016-04-07 23:53:13,2016-04-08 00:00:44
ADR-4383755-2-061,164308,2016-04-08 09:37:56,2016-04-08 09:39:42
ADR-4383755-2-063,212939,2016-04-13 11:36:09,2016-04-13 11:37:32
ADR-4383775-2-229,8532,2016-04-11 05:22:26,2016-04-11 05:23:30
ADR-4384232-2-065,212709,2016-04-07 12:06:13,2016-04-07 12:08:34
ADR-4385639-2-114,291734,2016-04-13 04:09:20,2016-04-13 04:09:54
ADR-4385943-2-068,140577,2016-04-09 11:06:42,2016-04-09 11:07:14
ADR-4387169-2-108,173279,2016-04-08 11:06:28,2016-04-08 11:07:13
ADR-4388480-2-026,290382,2016-04-08 18:45:37,2016-04-08 18:51:32
ADR-4388604-2-135,279670,2016-04-07 06:41:13,2016-04-07 06:41:48
ADR-4388949-2-050,215804,2016-04-13 07:17:23,2016-04-13 07:21:07
ADR-4389057-2-217,279062,2016-04-08 01:30:56,2016-04-08 01:31:05
ADR-4390154-2-346,280874,2016-04-08 13:38:20,2016-04-08 13:38:39
ADR-4390154-2-351,248536,2016-04-13 14:14:43,2016-04-13 14:16:38
ADR-4390735-2-086,125655,2016-04-11 00:33:38,2016-04-11 00:36:29
ADR-4390971-2-302,120915,2016-04-11 23:21:13,2016-04-11 23:22:09
ADR-4393006-2-235,224412,2016-04-13 11:16:45,2016-04-13 11:17:00
ADR-4394095-2-213,82156,2016-04-07 17:46:27,2016-04-07 17:47:53
ADR-4394095-2-216,189972,2016-04-08 12:50:40,2016-04-08 12:50:52
ADR-4394095-2-218,236222,2016-04-09 12:02:10,2016-04-09 12:08:05
ADR-4395850-2-226,159979,2016-04-07 08:49:30,2016-04-07 08:49:51
ADR-4396179-2-121,158400,2016-04-12 23:32:51,2016-04-12 23:37:04
ADR-4396856-2-033,151842,2016-04-08 01:56:14,2016-04-08 01:56:46
ADR-4397535-2-026,292930,2016-04-09 07:22:08,2016-04-09 07:22:47
ADR-4398481-2-216,188130,2016-04-09 06:52:33,2016-04-09 06:53:06
ADR-4399410-2-320,190559,2016-04-09 05:35:53,2016-04-09 05:39:54
ADR-4399410-2-337,196649,2016-04-11 01:49:06,2016-04-11 01:50:09
ADR-4399410-2-340,77459,2016-04-12 01:52:29,2016-04-12 01:52:44
ADR-4399520-2-179,198732,2016-04-12 12:03:36,2016-04-12 12:03:59
ADR-4399637-2-782,140274,2016-04-07 00:17:00,2016-04-07 00:18:42
ADR-4400059-2-037,111181,2016-04-11 00:42:35,2016-04-11 00:45:26
ADR-4400284-2-282,108736,2016-04-07 08:41:17,2016-04-07 08:55:00
ADR-4400436-2-717,195227,2016-04-07 15:14:05,2016-04-07 15:20:37
ADR-4400502-2-401,153425,2016-04-09 06:52:25,2016-04-09 06:53:52
ADR-4401997-2-029,29113,2016-04-07 11:13:03,2016-04-07 11:17:00
ADR-4402371-2-211,247722,2016-04-07 08:44:33,2016-04-07 08:47:36
ADR-4403579-2-414,81697,2016-04-06 20:59:47,2016-04-06 21:00:06
ADR-4403967-2-177,198626,2016-04-13 01:58:33,2016-04-13 01:58:58
ADR-4403967-2-178,195529,2016-04-13 01:59:17,2016-04-13 01:59:58
ADR-4404109-2-774,187183,2016-04-09 15:11:37,2016-04-09 15:16:29
ADR-4406656-2-094,243920,2016-04-08 14:31:17,2016-04-08 14:32:34
ADR-4408058-2-194,41583,2016-04-12 10:58:49,2016-04-12 11:00:23
ADR-4408813-2-060,181195,2016-04-12 13:13:00,2016-04-12 13:22:07
ADR-4408841-2-155,110172,2016-04-12 08:29:28,2016-04-12 08:29:50
ADR-4408841-2-156,208429,2016-04-12 08:37:34,2016-04-12 08:38:33
ADR-4408841-2-158,288415,2016-04-12 08:47:34,2016-04-12 08:53:23
ADR-4409520-2-015,127126,2016-04-07 03:25:25,2016-04-07 03:25:46
ADR-4409520-2-016,146672,2016-04-09 07:00:32,2016-04-09 07:01:05
ADR-4409529-2-102,108695,2016-04-12 08:29:14,2016-04-12 08:29:42
ADR-4409707-2-063,141396,2016-04-09 06:48:12,2016-04-09 06:48:28
ADR-4411027-2-157,140003,2016-04-10 09:53:50,2016-04-10 09:57:42
ADR-4411027-2-159,200213,2016-04-13 13:54:26,2016-04-13 13:54:47
ADR-4411027-2-160,291009,2016-04-13 13:55:54,2016-04-13 13:56:30
ADR-4411510-2-195,195550,2016-04-11 23:32:42,2016-04-11 23:32:53
ADR-4411918-2-548,223768,2016-04-07 03:35:44,2016-04-07 03:36:15
ADR-4412423-2-803,125590,2016-04-08 15:20:06,2016-04-08 15:20:30
ADR-4412581-2-158,217218,2016-04-12 03:20:28,2016-04-12 03:21:20
ADR-4412798-2-360,51247,2016-04-08 12:04:29,2016-04-08 12:07:46
ADR-4412798-2-362,105746,2016-04-08 17:32:48,2016-04-08 17:33:00
ADR-4413480-2-059,136216,2016-04-07 05:55:15,2016-04-07 05:56:21
ADR-4413535-2-015,279134,2016-04-06 23:46:19,2016-04-06 23:46:46
ADR-4418867-2-120,280081,2016-04-10 23:30:20,2016-04-10 23:31:01
ADR-4418867-2-121,243989,2016-04-10 23:33:20,2016-04-10 23:34:01
ADR-4418867-2-123,171077,2016-04-11 23:31:53,2016-04-11 23:32:24
ADR-4418867-2-124,82269,2016-04-11 23:33:45,2016-04-11 23:33:56
ADR-4418867-2-125,171077,2016-04-11 23:34:56,2016-04-11 23:35:03
ADR-4419365-2-105,246468,2016-04-07 09:34:33,2016-04-07 09:37:06
ADR-4420041-2-107,120915,2016-04-08 00:07:49,2016-04-08 00:08:42
ADR-4420208-2-015,168571,2016-04-10 08:06:47,2016-04-10 08:11:11
ADR-4423167-2-023,164309,2016-04-08 10:12:24,2016-04-08 10:14:45
ADR-4423914-2-1111,200458,2016-04-07 00:53:23,2016-04-07 00:57:47
ADR-4423914-2-1113,289693,2016-04-10 05:47:10,2016-04-10 05:49:46
ADR-4426285-2-098,293455,2016-04-10 05:45:05,2016-04-10 05:45:19
ADR-4426285-2-099,230216,2016-04-10 05:48:12,2016-04-10 05:48:21
ADR-4426285-2-100,171392,2016-04-10 05:49:33,2016-04-10 05:49:48
ADR-4428518-2-036,175381,2016-04-10 05:09:28,2016-04-10 05:10:21
ADR-4430175-2-221,102800,2016-04-07 04:03:26,2016-04-07 04:04:17
ADR-4431794-2-375,249176,2016-04-10 02:05:47,2016-04-10 02:08:05
ADR-4431857-2-104,176296,2016-04-09 10:32:13,2016-04-09 10:35:12
ADR-4432595-2-300,21253,2016-04-11 07:58:16,2016-04-11 07:59:27
ADR-4433721-2-051,227719,2016-04-08 18:30:11,2016-04-08 18:31:19
ADR-4433733-2-005,186783,2016-04-12 09:38:46,2016-04-12 09:39:19
ADR-4433958-2-192,292492,2016-04-12 22:54:06,2016-04-12 22:54:45
ADR-4433964-2-811,188150,2016-04-10 06:12:44,2016-04-10 06:16:32
ADR-4433968-2-183,172359,2016-04-11 23:48:02,2016-04-11 23:48:17
ADR-4434077-2-144,143818,2016-04-07 23:28:08,2016-04-07 23:30:21
ADR-4434247-2-198,120862,2016-04-10 02:56:32,2016-04-10 02:56:53
ADR-4434356-2-449,197109,2016-04-07 00:41:14,2016-04-07 00:41:30
ADR-4434356-2-450,217278,2016-04-07 00:41:50,2016-04-07 00:41:58
ADR-4434356-2-451,187583,2016-04-07 00:42:17,2016-04-07 00:42:25
ADR-4434356-2-476,112915,2016-04-12 01:55:10,2016-04-12 01:55:21
ADR-4434372-2-253,106220,2016-04-13 11:26:42,2016-04-13 11:39:17
ADR-4434372-2-261,198256,2016-04-13 11:41:16,2016-04-13 11:46:15
ADR-4434412-2-227,240418,2016-04-09 12:57:06,2016-04-09 12:58:19
ADR-4434585-2-086,82631,2016-04-13 12:31:15,2016-04-13 12:33:05
ADR-4434633-2-020,151355,2016-04-09 00:42:30,2016-04-09 00:47:09
ADR-4435311-2-391,116885,2016-04-07 09:06:36,2016-04-07 09:09:41
ADR-4435360-2-313,213335,2016-04-09 14:27:28,2016-04-09 14:38:26
ADR-4435444-2-165,162677,2016-04-09 14:06:04,2016-04-09 14:07:52
ADR-4435444-2-166,198626,2016-04-09 14:11:14,2016-04-09 14:12:48
ADR-4435444-2-173,177062,2016-04-11 00:52:10,2016-04-11 00:57:47
ADR-4435566-2-208,110789,2016-04-08 11:00:14,2016-04-08 11:00:56
ADR-4435793-2-065,128042,2016-04-09 03:21:22,2016-04-09 03:23:00
ADR-4436471-2-197,104670,2016-04-13 00:52:31,2016-04-13 00:57:07
ADR-4436556-2-1058,199962,2016-04-13 00:50:29,2016-04-13 00:58:14
ADR-4436566-2-532,103279,2016-04-08 10:00:43,2016-04-08 10:00:53
ADR-4436755-2-335,246001,2016-04-07 10:17:34,2016-04-07 10:24:48
ADR-4436781-2-077,249075,2016-04-09 16:33:39,2016-04-09 16:35:50
ADR-4436881-2-245,130529,2016-04-08 11:53:16,2016-04-08 11:53:45
ADR-4437115-2-094,206377,2016-04-12 05:12:20,2016-04-12 05:13:03
ADR-4437316-2-011,109152,2016-04-13 14:47:08,2016-04-13 14:47:58
ADR-4437574-2-083,219509,2016-04-08 11:12:59,2016-04-08 11:13:28
ADR-4438108-2-042,249185,2016-04-13 08:13:14,2016-04-13 08:13:38
ADR-4441991-2-277,117041,2016-04-08 08:38:46,2016-04-08 08:39:21
ADR-4442100-2-745,170389,2016-04-13 12:59:52,2016-04-13 13:00:29
ADR-4445122-2-038,180453,2016-04-08 07:28:24,2016-04-08 07:29:18
ADR-4445122-2-041,293095,2016-04-10 08:01:18,2016-04-10 08:04:43
ADR-4445122-2-043,211999,2016-04-11 14:33:18,2016-04-11 14:34:09
ADR-4445823-2-112,199559,2016-04-08 10:05:06,2016-04-08 10:13:30
ADR-4446247-2-134,114845,2016-04-12 16:03:19,2016-04-12 16:16:33
ADR-4449640-2-219,210597,2016-04-10 23:32:54,2016-04-10 23:33:59
ADR-4450739-2-306,221739,2016-04-12 23:37:36,2016-04-12 23:39:08
ADR-4450740-2-569,116057,2016-04-08 07:03:14,2016-04-08 07:06:08
ADR-4451679-2-550,131556,2016-04-08 14:18:26,2016-04-08 14:20:09
ADR-4454010-2-184,97878,2016-04-11 15:38:35,2016-04-11 15:39:11
ADR-4454589-2-233,220731,2016-04-12 22:35:30,2016-04-12 22:38:19
ADR-4454634-2-347,231202,2016-04-10 04:11:36,2016-04-10 04:12:06
ADR-4454634-2-348,154299,2016-04-10 04:12:32,2016-04-10 04:13:08
ADR-4454925-2-162,147805,2016-04-11 09:54:51,2016-04-11 09:58:16
ADR-4455024-2-101,183342,2016-04-13 07:12:59,2016-04-13 07:15:07
ADR-4455077-2-090,105539,2016-04-07 02:15:16,2016-04-07 02:15:39
ADR-4455173-2-225,233422,2016-04-13 10:17:52,2016-04-13 10:23:38
ADR-4455331-2-094,24272,2016-04-13 13:08:14,2016-04-13 13:24:22
ADR-4455724-2-142,99407,2016-04-07 23:50:57,2016-04-07 23:52:59
ADR-4455754-2-027,133839,2016-04-09 07:16:53,2016-04-09 07:20:16
ADR-4455912-2-146,153411,2016-04-10 13:33:32,2016-04-10 13:34:16
ADR-4456096-2-058,184197,2016-04-09 07:19:57,2016-04-09 07:21:18
ADR-4456201-2-050,193854,2016-04-13 13:14:23,2016-04-13 13:16:04
ADR-4456264-2-292,199793,2016-04-13 11:30:05,2016-04-13 11:31:27
ADR-4456387-2-179,181377,2016-04-09 07:25:53,2016-04-09 07:27:00
ADR-4456736-2-160,198254,2016-04-10 10:47:03,2016-04-10 11:09:42
ADR-4456738-2-200,162694,2016-04-12 23:02:47,2016-04-12 23:06:27
ADR-4456738-2-201,162694,2016-04-12 23:06:57,2016-04-12 23:07:05
ADR-4456908-2-005,131799,2016-04-11 04:13:32,2016-04-11 04:13:52
ADR-4457415-2-431,278306,2016-04-08 16:13:24,2016-04-08 16:24:32
ADR-4457687-2-231,129907,2016-04-07 04:41:06,2016-04-07 04:48:03
ADR-4460922-2-053,178911,2016-04-09 04:11:03,2016-04-09 04:12:24
ADR-4460922-2-056,219402,2016-04-13 03:57:19,2016-04-13 04:02:07
ADR-4460922-2-058,152268,2016-04-13 04:25:48,2016-04-13 04:26:06
ADR-4465291-2-067,284563,2016-04-10 01:46:46,2016-04-10 01:48:05
ADR-4466122-2-047,229724,2016-04-12 04:07:09,2016-04-12 04:19:55
ADR-4466122-2-048,17772,2016-04-12 05:30:58,2016-04-12 05:32:58
ADR-4471069-2-060,196649,2016-04-11 06:26:28,2016-04-11 06:26:43
ADR-4472404-2-396,229202,2016-04-08 07:31:26,2016-04-08 07:32:46
ADR-4479932-2-108,295906,2016-04-11 10:56:02,2016-04-11 10:58:39
ADR-4480915-2-168,113789,2016-04-10 06:01:56,2016-04-10 06:02:27
ADR-4481177-2-100,161115,2016-04-07 04:19:37,2016-04-07 04:19:56
ADR-4485086-2-460,58082,2016-04-12 08:52:44,2016-04-12 08:55:45
ADR-4485568-2-026,189419,2016-04-07 23:50:16,2016-04-07 23:55:16
ADR-4486939-2-127,280007,2016-04-07 22:39:50,2016-04-07 22:40:05
ADR-4491020-2-303,179200,2016-04-09 02:10:11,2016-04-09 02:11:18
ADR-4491058-2-092,84974,2016-04-10 07:15:47,2016-04-10 07:19:07
ADR-4491334-2-370,236110,2016-04-12 23:10:40,2016-04-12 23:10:57
ADR-4491805-2-381,290139,2016-04-08 12:56:49,2016-04-08 13:02:52
ADR-4493413-2-159,249007,2016-04-12 12:44:51,2016-04-12 12:46:39
ADR-4495070-2-114,88359,2016-04-07 13:56:04,2016-04-07 13:59:08
ADR-4495534-2-027,152141,2016-04-08 05:32:34,2016-04-08 05:34:06
ADR-4495534-2-028,210510,2016-04-10 17:45:03,2016-04-10 17:45:23
ADR-4495534-2-029,136051,2016-04-11 23:09:32,2016-04-11 23:09:51
ADR-4495896-2-325,284913,2016-04-08 04:26:09,2016-04-08 04:31:53
ADR-4496349-2-170,206377,2016-04-06 23:23:03,2016-04-06 23:23:45
ADR-4497123-2-559,200545,2016-04-08 11:51:13,2016-04-08 11:51:29
ADR-4497197-2-406,172540,2016-04-10 14:39:37,2016-04-10 14:42:00
ADR-4497627-2-003,193090,2016-04-08 16:26:03,2016-04-08 16:26:34
ADR-4498311-2-022,242314,2016-04-09 14:25:39,2016-04-09 14:27:05
ADR-4498311-2-026,234112,2016-04-09 14:52:46,2016-04-09 14:53:02
ADR-4499136-2-378,209140,2016-04-09 07:43:40,2016-04-09 07:44:37
ADR-4499912-2-052,8343,2016-04-09 02:51:11,2016-04-09 03:01:00
ADR-4499912-2-072,285687,2016-04-12 07:59:25,2016-04-12 08:01:14
ADR-4499912-2-073,297828,2016-04-12 08:01:44,2016-04-12 08:02:10
ADR-4501326-2-061,172911,2016-04-11 10:05:45,2016-04-11 10:06:28
ADR-4502979-2-082,198221,2016-04-07 11:20:18,2016-04-07 11:21:17
ADR-4503133-2-316,120682,2016-04-07 09:15:44,2016-04-07 09:16:34
ADR-4503133-2-327,282748,2016-04-10 11:56:29,2016-04-10 12:08:34
ADR-4503758-2-106,176316,2016-04-08 13:01:12,2016-04-08 13:01:21
ADR-4503758-2-117,217955,2016-04-11 11:59:20,2016-04-11 12:04:44
ADR-4505737-2-019,292930,2016-04-08 07:34:41,2016-04-08 07:35:08
ADR-4506087-2-077,199282,2016-04-07 01:18:40,2016-04-07 01:19:50
ADR-4506383-2-177,170002,2016-04-07 01:05:28,2016-04-07 01:06:47
ADR-4506392-2-224,280103,2016-04-11 13:07:03,2016-04-11 13:07:54
ADR-4506884-2-014,8343,2016-04-11 10:14:07,2016-04-11 10:14:23
ADR-4508000-2-042,239322,2016-04-08 16:02:53,2016-04-08 16:15:46
ADR-4510720-2-129,101228,2016-04-13 11:27:18,2016-04-13 11:28:49
ADR-4510777-2-278,286215,2016-04-08 08:27:01,2016-04-08 08:32:31
ADR-4512806-2-080,192976,2016-04-11 09:02:22,2016-04-11 09:05:26
ADR-4512806-2-082,231687,2016-04-11 09:06:31,2016-04-11 09:06:48
ADR-4512806-2-083,153524,2016-04-11 09:07:07,2016-04-11 09:07:19
ADR-4515985-2-038,137645,2016-04-12 02:38:04,2016-04-12 02:39:52
ADR-4516781-2-017,239034,2016-04-09 07:48:59,2016-04-09 07:56:52
ADR-4516781-2-018,176294,2016-04-10 12:01:48,2016-04-10 12:02:47
ADR-4517176-2-037,58456,2016-04-12 15:38:11,2016-04-12 15:39:04
ADR-4517595-2-114,215828,2016-04-08 02:03:47,2016-04-08 02:05:21
ADR-4517595-2-117,81863,2016-04-13 14:56:41,2016-04-13 14:56:56
ADR-4518323-2-233,176294,2016-04-11 14:44:41,2016-04-11 14:47:56
ADR-4518474-2-154,203904,2016-04-09 20:22:36,2016-04-09 20:25:33
ADR-4523004-2-068,290127,2016-04-10 15:04:31,2016-04-10 15:04:43
ADR-4523004-2-069,111072,2016-04-10 15:06:53,2016-04-10 15:07:07
ADR-4525042-2-289,148731,2016-04-08 13:31:55,2016-04-08 13:35:13
ADR-4526434-2-043,195413,2016-04-13 09:16:52,2016-04-13 09:17:37
ADR-4529325-2-120,216231,2016-04-11 02:39:38,2016-04-11 02:40:03
ADR-4529619-2-112,160098,2016-04-07 09:26:26,2016-04-07 09:28:46
ADR-4530365-2-106,111841,2016-04-11 13:23:28,2016-04-11 13:23:47
ADR-4533504-2-064,76563,2016-04-09 18:05:07,2016-04-09 18:08:47
ADR-4534396-2-316,193837,2016-04-07 13:00:32,2016-04-07 13:00:46
ADR-4534396-2-317,220729,2016-04-07 13:01:05,2016-04-07 13:01:23
ADR-4534396-2-319,83782,2016-04-09 10:19:13,2016-04-09 10:19:28
ADR-4534396-2-321,227955,2016-04-12 06:18:16,2016-04-12 06:19:56
ADR-4534461-2-058,161829,2016-04-09 11:05:48,2016-04-09 11:13:24
ADR-4538245-2-093,190503,2016-04-11 19:42:23,2016-04-11 19:42:32
ADR-4538245-2-094,171567,2016-04-11 19:42:48,2016-04-11 19:42:54
ADR-4538245-2-095,171567,2016-04-11 19:50:17,2016-04-11 19:50:24
ADR-4540885-2-150,177434,2016-04-08 09:50:22,2016-04-08 09:50:35
ADR-4541402-2-011,202661,2016-04-13 10:21:41,2016-04-13 10:28:04
ADR-4541974-2-004,295014,2016-04-11 10:03:48,2016-04-11 10:04:01
ADR-4542911-2-008,240453,2016-04-09 18:50:03,2016-04-09 18:53:50
ADR-4544999-2-031,117105,2016-04-13 02:31:44,2016-04-13 02:36:07
ADR-4550521-2-174,183789,2016-04-12 08:42:54,2016-04-12 08:48:58
ADR-4552618-2-122,287622,2016-04-12 09:08:47,2016-04-12 09:09:20
ADR-4552721-2-011,233383,2016-04-07 09:51:20,2016-04-07 09:51:34
ADR-4552721-2-012,220647,2016-04-07 09:52:37,2016-04-07 09:52:48
ADR-4553968-2-083,202661,2016-04-08 14:29:50,2016-04-08 14:34:48
ADR-4554594-2-239,284309,2016-04-13 06:43:51,2016-04-13 06:44:17
ADR-4555898-2-137,108893,2016-04-09 13:42:29,2016-04-09 13:46:32
ADR-4557445-2-113,179348,2016-04-07 03:22:25,2016-04-07 03:22:45
ADR-4557445-2-120,129371,2016-04-11 06:22:20,2016-04-11 06:22:58
ADR-4558707-2-054,45441,2016-04-09 06:45:08,2016-04-09 06:45:33
ADR-4559123-2-081,82551,2016-04-12 08:48:41,2016-04-12 09:01:00
ADR-4559742-2-005,212738,2016-04-13 06:04:11,2016-04-13 06:05:16
ADR-4559742-2-007,226753,2016-04-13 11:09:35,2016-04-13 11:11:18
ADR-4559742-2-008,183356,2016-04-13 11:12:01,2016-04-13 11:13:32
ADR-4560632-2-076,284383,2016-04-11 14:37:48,2016-04-11 14:38:09
ADR-4560974-2-021,288015,2016-04-12 14:06:32,2016-04-12 14:15:11
ADR-4562964-2-042,85527,2016-04-11 02:29:05,2016-04-11 02:29:45
ADR-4565238-2-041,226093,2016-04-10 01:12:06,2016-04-10 01:13:48
ADR-4565597-2-018,293094,2016-04-09 01:03:00,2016-04-09 01:08:19
ADR-4565846-2-312,172339,2016-04-12 17:19:38,2016-04-12 17:20:36
ADR-4565915-2-191,99713,2016-04-07 11:16:57,2016-04-07 11:17:12
ADR-4566703-2-149,286710,2016-04-11 17:22:11,2016-04-11 17:30:36
ADR-4570080-2-320,290379,2016-04-08 02:33:29,2016-04-08 02:34:11
ADR-4570080-2-323,188732,2016-04-08 02:34:51,2016-04-08 02:38:32
ADR-4570488-2-058,90643,2016-04-07 14:48:53,2016-04-07 14:49:31
ADR-4573041-2-151,216784,2016-04-13 00:06:46,2016-04-13 00:07:40
ADR-4573966-2-023,83698,2016-04-08 04:13:52,2016-04-08 04:14:40
ADR-4574550-2-144,187551,2016-04-12 12:59:38,2016-04-12 13:03:18
ADR-4576382-2-259,65316,2016-04-07 09:15:49,2016-04-07 09:17:02
ADR-4578039-2-480,19151,2016-04-11 09:48:15,2016-04-11 09:48:46
ADR-4583606-2-175,198523,2016-04-11 23:40:03,2016-04-11 23:43:07
ADR-4584025-2-002,141909,2016-04-07 04:07:28,2016-04-07 04:08:47
ADR-4584409-2-080,220950,2016-04-07 16:30:48,2016-04-07 16:41:14
ADR-4584791-2-111,290273,2016-04-07 05:09:20,2016-04-07 05:10:15
ADR-4584791-2-114,178027,2016-04-07 05:30:22,2016-04-07 05:37:23
ADR-4584874-2-009,286753,2016-04-08 10:12:42,2016-04-08 10:16:47
ADR-4585224-2-180,188834,2016-04-08 12:44:41,2016-04-08 12:45:02
ADR-4585224-2-181,230235,2016-04-10 06:12:40,2016-04-10 06:18:29
ADR-4585963-2-089,82650,2016-04-09 16:07:26,2016-04-09 16:07:49
ADR-4586984-2-059,290157,2016-04-09 00:48:44,2016-04-09 00:49:08
ADR-4586984-2-060,247218,2016-04-09 00:57:26,2016-04-09 00:57:44
ADR-4587234-2-096,195838,2016-04-12 21:58:48,2016-04-12 22:00:38
ADR-4588174-2-082,159650,2016-04-06 23:25:02,2016-04-06 23:27:34
ADR-4588975-2-188,164059,2016-04-07 11:11:11,2016-04-07 11:15:53
ADR-4591559-2-324,86115,2016-04-07 10:51:18,2016-04-07 10:54:54
ADR-4593656-2-053,209305,2016-04-13 11:33:34,2016-04-13 11:38:59
ADR-4595311-2-328,223846,2016-04-08 10:51:10,2016-04-08 10:54:50
ADR-4595590-2-155,244611,2016-04-09 14:28:10,2016-04-09 14:30:09
ADR-4596690-2-086,164297,2016-04-11 12:25:54,2016-04-11 12:26:11
ADR-4597030-2-274,91143,2016-04-09 15:16:44,2016-04-09 15:17:58
ADR-4597030-2-275,167297,2016-04-11 11:42:49,2016-04-11 11:43:05
ADR-4597030-2-276,128019,2016-04-11 11:43:41,2016-04-11 11:43:56
ADR-4597030-2-277,91504,2016-04-11 12:02:01,2016-04-11 12:03:17
ADR-4599479-2-280,172540,2016-04-08 12:14:58,2016-04-08 12:21:21
ADR-4599479-2-285,293094,2016-04-11 05:13:24,2016-04-11 05:16:44
ADR-4600321-2-106,188175,2016-04-07 07:29:34,2016-04-07 07:31:33
ADR-4602465-2-016,151011,2016-04-09 02:27:13,2016-04-09 02:29:03
ADR-4603098-2-264,170123,2016-04-09 00:31:21,2016-04-09 00:31:39
ADR-4603098-2-273,298817,2016-04-13 00:27:36,2016-04-13 00:32:26
ADR-4605714-2-791,288015,2016-04-10 05:04:52,2016-04-10 05:05:08
ADR-4605714-2-799,116317,2016-04-11 10:22:25,2016-04-11 10:33:33
ADR-4606372-2-040,27391,2016-04-07 00:57:49,2016-04-07 00:58:11
ADR-4606372-2-041,172540,2016-04-07 01:56:25,2016-04-07 01:56:51
ADR-4606372-2-042,291734,2016-04-07 01:58:20,2016-04-07 01:58:54
ADR-4608055-2-031,188180,2016-04-08 22:00:16,2016-04-08 22:05:50
ADR-4610117-2-668,206962,2016-04-10 13:22:46,2016-04-10 13:23:08
ADR-4613790-2-530,193766,2016-04-07 10:31:18,2016-04-07 10:31:26
ADR-4613790-2-537,249257,2016-04-09 18:35:59,2016-04-09 18:37:33
ADR-4613790-2-538,172359,2016-04-09 20:35:04,2016-04-09 20:35:43
ADR-4613790-2-543,148474,2016-04-12 08:57:56,2016-04-12 09:02:51
ADR-4614515-2-124,109980,2016-04-12 23:17:16,2016-04-12 23:17:52
ADR-4618072-2-190,210501,2016-04-07 01:35:32,2016-04-07 01:43:40
ADR-4618249-2-143,188971,2016-04-10 06:48:00,2016-04-10 06:48:19
ADR-4619808-2-164,216035,2016-04-08 14:43:34,2016-04-08 14:50:56
ADR-4623239-2-094,158309,2016-04-11 11:21:50,2016-04-11 11:22:57
ADR-4626983-2-024,278310,2016-04-12 10:38:04,2016-04-12 10:40:44
ADR-4628391-2-032,210657,2016-04-08 16:35:12,2016-04-08 16:37:23
ADR-4628391-2-033,192405,2016-04-08 16:38:19,2016-04-08 16:39:39
ADR-4629207-2-125,127356,2016-04-13 00:53:48,2016-04-13 00:56:48
ADR-4629787-2-259,64151,2016-04-08 00:25:04,2016-04-08 00:31:08
ADR-4630466-2-499,286411,2016-04-08 10:03:58,2016-04-08 10:10:04
ADR-4630466-2-504,109980,2016-04-10 04:10:13,2016-04-10 04:15:04
ADR-4630466-2-506,213628,2016-04-10 06:26:03,2016-04-10 06:30:55
ADR-4630822-2-110,171325,2016-04-13 11:50:46,2016-04-13 11:51:17
ADR-4630864-2-057,219854,2016-04-07 13:46:34,2016-04-07 13:46:59
ADR-4631115-2-055,89817,2016-04-08 10:55:17,2016-04-08 11:01:10
ADR-4633236-2-075,212072,2016-04-07 22:53:42,2016-04-07 22:55:32
ADR-4634648-2-072,212047,2016-04-09 14:31:33,2016-04-09 14:31:47
ADR-4638310-2-053,128019,2016-04-09 03:08:45,2016-04-09 03:09:00
ADR-4643087-2-238,252503,2016-04-09 08:40:29,2016-04-09 08:46:33
ADR-4648582-2-022,174598,2016-04-08 13:14:07,2016-04-08 13:16:33
ADR-4648582-2-023,233951,2016-04-13 11:42:57,2016-04-13 11:48:38
ADR-4649207-2-061,170376,2016-04-13 01:42:54,2016-04-13 01:43:07
ADR-4652535-2-122,280109,2016-04-10 13:05:33,2016-04-10 13:07:23
ADR-4652535-2-129,295198,2016-04-13 06:19:29,2016-04-13 06:19:44
ADR-4653474-2-166,172322,2016-04-13 07:15:20,2016-04-13 07:15:54
ADR-4654661-2-018,241222,2016-04-12 10:59:10,2016-04-12 10:59:34
ADR-4655051-2-461,118012,2016-04-07 02:21:41,2016-04-07 02:26:15
ADR-4657948-2-064,279739,2016-04-06 17:10:55,2016-04-06 17:11:11
ADR-4657948-2-066,98921,2016-04-09 18:26:56,2016-04-09 18:32:09
ADR-4660720-2-163,97794,2016-04-12 15:48:18,2016-04-12 15:48:45
ADR-4660720-2-164,140802,2016-04-13 04:25:16,2016-04-13 04:27:55
