passenger1_id,completed,passenger_cancelled,Time,P-Cancel Rate,Ride Rate
1391014,10,1,2,0.09,0.71
1391166,2,3,1,0.60,0.14
1391585,2,3,1,0.60,0.14
1391785,12,4,1,0.25,0.86
1391927,0,1,1,1.00,0.00
1392029,1,3,2,0.75,0.07
1392065,2,4,1,0.67,0.14
1392105,4,1,1,0.20,0.29
1392106,1,1,2,0.50,0.07
1392122,1,1,2,0.50,0.07
1392139,8,1,1,0.11,0.57
1392202,3,1,1,0.25,0.21
1392262,5,5,5,0.50,0.36
1392276,5,1,5,0.17,0.36
1392363,14,7,1,0.33,1.00
1392497,6,4,1,0.40,0.43
1393013,2,2,1,0.50,0.14
1393175,2,3,1,0.60,0.14
1393417,1,1,2,0.50,0.07
1393491,1,2,2,0.67,0.07
1393702,1,1,2,0.50,0.07
1393825,4,1,1,0.20,0.29
1393861,14,1,1,0.07,1.00
1393982,1,1,2,0.50,0.07
1394060,3,4,1,0.57,0.21
1394144,0,1,1,1.00,0.00
1394254,4,1,1,0.20,0.29
1394260,1,1,2,0.50,0.07
1394394,4,1,1,0.20,0.29
1394512,1,1,2,0.50,0.07
1394519,0,1,1,1.00,0.00
1394524,0,1,1,1.00,0.00
1394565,4,2,1,0.33,0.29
1394640,1,1,2,0.50,0.07
1394667,14,1,1,0.07,1.00
1394804,3,1,1,0.25,0.21
1395745,1,1,2,0.50,0.07
1396086,4,1,1,0.20,0.29
1396108,1,1,2,0.50,0.07
1396555,4,1,1,0.20,0.29
1396557,5,3,5,0.38,0.36
1396575,0,1,1,1.00,0.00
1396661,6,1,1,0.14,0.43
1396842,7,1,1,0.13,0.50
1396994,3,2,1,0.40,0.21
1397119,4,1,1,0.20,0.29
1397222,0,1,1,1.00,0.00
1397457,5,1,5,0.17,0.36
1397558,8,5,1,0.38,0.57
1397643,1,1,2,0.50,0.07
1397752,3,1,1,0.25,0.21
1397840,9,2,1,0.18,0.64
1397895,0,1,1,1.00,0.00
1397914,0,1,1,1.00,0.00
1397919,5,2,5,0.29,0.36
1398236,9,2,1,0.18,0.64
1398440,1,2,2,0.67,0.07
1398619,0,1,1,1.00,0.00
1398667,0,1,1,1.00,0.00
1398773,0,3,1,1.00,0.00
1398872,18,1,2,0.05,1.29
1399421,1,1,2,0.50,0.07
1399451,2,1,1,0.33,0.14
1399558,3,1,1,0.25,0.21
1399634,13,1,3,0.07,0.93
1399943,0,1,1,1.00,0.00
1400131,10,1,2,0.09,0.71
1400521,1,2,2,0.67,0.07
1401135,5,1,5,0.17,0.36
1401401,1,1,2,0.50,0.07
1401630,10,2,2,0.17,0.71
1401745,0,1,1,1.00,0.00
1402118,2,1,1,0.33,0.14
1402149,4,3,1,0.43,0.29
1402187,2,2,1,0.50,0.14
1402275,2,1,1,0.33,0.14
1402306,7,1,1,0.13,0.50
1402453,29,2,2,0.06,2.07
1402491,19,1,1,0.05,1.36
1402546,0,1,1,1.00,0.00
1402669,0,1,1,1.00,0.00
1402681,1,1,2,0.50,0.07
1402692,6,2,1,0.25,0.43
1402698,9,1,1,0.10,0.64
1402743,12,1,1,0.08,0.86
1402810,6,1,1,0.14,0.43
1402849,2,1,1,0.33,0.14
1402886,1,1,2,0.50,0.07
1402922,1,5,2,0.83,0.07
1402964,1,1,2,0.50,0.07
1403016,5,1,5,0.17,0.36
1403027,4,2,1,0.33,0.29
1403078,1,1,2,0.50,0.07
1403169,4,1,1,0.20,0.29
1403182,13,1,3,0.07,0.93
1403371,8,1,1,0.11,0.57
1403513,1,1,2,0.50,0.07
1403533,0,2,1,1.00,0.00
1403564,8,2,1,0.20,0.57
1403701,4,2,1,0.33,0.29
1403702,11,1,1,0.08,0.79
1403915,11,1,1,0.08,0.79
1404041,4,1,1,0.20,0.29
1404183,0,1,1,1.00,0.00
1404291,0,1,1,1.00,0.00
1404486,2,1,1,0.33,0.14
1405353,3,1,1,0.25,0.21
1405723,2,1,1,0.33,0.14
1406028,33,2,6,0.06,2.36
1406348,10,3,2,0.23,0.71
1407194,10,1,2,0.09,0.71
1407446,4,1,1,0.20,0.29
1407749,2,1,1,0.33,0.14
1408096,0,2,1,1.00,0.00
1408272,5,1,5,0.17,0.36
1408318,2,1,1,0.33,0.14
1408342,0,1,1,1.00,0.00
1408799,29,11,2,0.28,2.07
1408943,5,1,5,0.17,0.36
1409178,6,1,1,0.14,0.43
1409305,18,2,2,0.10,1.29
1409492,12,1,1,0.08,0.86
1409600,1,1,2,0.50,0.07
1409717,1,2,2,0.67,0.07
1409778,1,1,2,0.50,0.07
1409909,0,1,1,1.00,0.00
1409988,2,1,1,0.33,0.14
1410165,0,1,1,1.00,0.00
1410310,4,2,1,0.33,0.29
1410312,2,1,1,0.33,0.14
1410455,5,1,5,0.17,0.36
1410487,2,1,1,0.33,0.14
1410977,1,3,2,0.75,0.07
1411183,10,3,2,0.23,0.71
1411197,3,2,1,0.40,0.21
1411750,1,1,2,0.50,0.07
1412759,1,1,2,0.50,0.07
1412925,1,1,2,0.50,0.07
1412969,3,1,1,0.25,0.21
1413002,1,1,2,0.50,0.07
1413106,2,2,1,0.50,0.14
1413160,2,1,1,0.33,0.14
1413199,7,1,1,0.13,0.50
1413495,0,1,1,1.00,0.00
1413802,0,1,1,1.00,0.00
1415062,5,1,5,0.17,0.36
1415486,1,3,2,0.75,0.07
1415607,0,2,1,1.00,0.00
1415620,1,1,2,0.50,0.07
1416041,0,2,1,1.00,0.00
1416818,1,1,2,0.50,0.07
1417363,18,1,2,0.05,1.29
1417590,1,2,2,0.67,0.07
1417676,10,1,2,0.09,0.71
1417764,2,2,1,0.50,0.14
1417992,13,1,3,0.07,0.93
1417994,14,2,1,0.13,1.00
1418088,2,1,1,0.33,0.14
1418724,7,1,1,0.13,0.50
1418765,2,1,1,0.33,0.14
1418847,1,1,2,0.50,0.07
1418978,13,1,3,0.07,0.93
1419850,0,2,1,1.00,0.00
1420271,1,2,2,0.67,0.07
1421196,0,1,1,1.00,0.00
1421358,6,1,1,0.14,0.43
1422037,14,1,1,0.07,1.00
1422137,10,1,2,0.09,0.71
1422281,1,1,2,0.50,0.07
1422441,6,1,1,0.14,0.43
1422543,2,2,1,0.50,0.14
1422582,1,1,2,0.50,0.07
1422729,2,1,1,0.33,0.14
1422986,5,1,5,0.17,0.36
1423362,12,3,1,0.20,0.86
1423410,3,1,1,0.25,0.21
1423549,13,3,3,0.19,0.93
1423652,4,1,1,0.20,0.29
1423760,7,2,1,0.22,0.50
1424013,12,1,1,0.08,0.86
1424190,5,1,5,0.17,0.36
1424303,8,1,1,0.11,0.57
1424321,0,1,1,1.00,0.00
1424325,7,6,1,0.46,0.50
1424939,1,4,2,0.80,0.07
1424951,4,1,1,0.20,0.29
1425137,3,1,1,0.25,0.21
1425181,0,1,1,1.00,0.00
1425221,0,1,1,1.00,0.00
1425330,1,1,2,0.50,0.07
1425371,4,2,1,0.33,0.29
1425603,9,3,1,0.25,0.64
1425919,6,1,1,0.14,0.43
1426166,27,4,2,0.13,1.93
1426472,1,1,2,0.50,0.07
1426686,8,1,1,0.11,0.57
1426752,1,1,2,0.50,0.07
1428660,3,1,1,0.25,0.21
1428901,7,3,1,0.30,0.50
1429683,7,4,1,0.36,0.50
1429693,18,3,2,0.14,1.29
1430178,4,1,1,0.20,0.29
1430632,2,1,1,0.33,0.14
1430726,1,1,2,0.50,0.07
1430801,2,1,1,0.33,0.14
1430812,6,2,1,0.25,0.43
1430893,6,3,1,0.33,0.43
1430996,4,4,1,0.50,0.29
1430998,0,1,1,1.00,0.00
1431148,1,1,2,0.50,0.07
1431451,1,4,2,0.80,0.07
1431916,17,3,1,0.15,1.21
1432629,0,1,1,1.00,0.00
1432751,25,2,2,0.07,1.79
1432818,12,3,1,0.20,0.86
1433155,1,1,2,0.50,0.07
1433191,1,1,2,0.50,0.07
1433228,9,1,1,0.10,0.64
1433530,10,1,2,0.09,0.71
1433542,3,1,1,0.25,0.21
1433543,4,1,1,0.20,0.29
1433626,4,2,1,0.33,0.29
1433855,18,1,2,0.05,1.29
1433881,0,1,1,1.00,0.00
1433961,7,1,1,0.13,0.50
1433976,2,4,1,0.67,0.14
1434038,4,1,1,0.20,0.29
1434448,0,1,1,1.00,0.00
1434491,3,3,1,0.50,0.21
1434673,0,1,1,1.00,0.00
1434951,0,2,1,1.00,0.00
1435406,1,2,2,0.67,0.07
1435637,0,1,1,1.00,0.00
1435798,0,1,1,1.00,0.00
1436001,2,2,1,0.50,0.14
1436110,2,2,1,0.50,0.14
1436140,8,1,1,0.11,0.57
1436522,7,1,1,0.13,0.50
1436627,0,1,1,1.00,0.00
1437035,1,1,2,0.50,0.07
1437230,3,1,1,0.25,0.21
1437397,4,1,1,0.20,0.29
1437416,11,2,1,0.15,0.79
1438208,0,1,1,1.00,0.00
1438535,13,1,3,0.07,0.93
1438677,0,2,1,1.00,0.00
1438715,1,1,2,0.50,0.07
1439004,6,1,1,0.14,0.43
1439353,1,1,2,0.50,0.07
1439649,4,1,1,0.20,0.29
1440577,4,1,1,0.20,0.29
1440728,0,3,1,1.00,0.00
1440759,2,1,1,0.33,0.14
1440966,2,3,1,0.60,0.14
1441001,1,1,2,0.50,0.07
1441012,4,2,1,0.33,0.29
1441052,4,1,1,0.20,0.29
1441098,2,2,1,0.50,0.14
1441107,12,2,1,0.14,0.86
1441119,2,2,1,0.50,0.14
1441276,9,1,1,0.10,0.64
1441277,0,1,1,1.00,0.00
1441471,7,2,1,0.22,0.50
1441505,8,1,1,0.11,0.57
1441738,11,1,1,0.08,0.79
1441823,10,3,2,0.23,0.71
1441840,2,1,1,0.33,0.14
1441951,4,1,1,0.20,0.29
1442043,1,1,2,0.50,0.07
1442452,2,1,1,0.33,0.14
1442460,1,2,2,0.67,0.07
1443493,16,1,2,0.06,1.14
1443582,7,4,1,0.36,0.50
1444403,10,1,2,0.09,0.71
1444650,3,1,1,0.25,0.21
1444794,17,1,1,0.06,1.21
1444986,3,1,1,0.25,0.21
1445154,14,2,1,0.13,1.00
1445222,0,1,1,1.00,0.00
1445309,3,1,1,0.25,0.21
1445508,0,1,1,1.00,0.00
1445561,1,2,2,0.67,0.07
1445644,5,1,5,0.17,0.36
1445784,1,2,2,0.67,0.07
1445974,3,2,1,0.40,0.21
1446068,3,1,1,0.25,0.21
1446162,6,3,1,0.33,0.43
1446192,3,2,1,0.40,0.21
1446262,4,1,1,0.20,0.29
1446413,4,1,1,0.20,0.29
1446600,21,1,3,0.05,1.50
1447066,1,1,2,0.50,0.07
1447159,0,1,1,1.00,0.00
1447377,2,1,1,0.33,0.14
1447639,10,3,2,0.23,0.71
1447653,0,1,1,1.00,0.00
1447814,0,1,1,1.00,0.00
1448122,1,1,2,0.50,0.07
1448592,1,1,2,0.50,0.07
1448613,4,1,1,0.20,0.29
1448686,4,1,1,0.20,0.29
1448799,13,1,3,0.07,0.93
1449491,0,2,1,1.00,0.00
1450022,19,5,1,0.21,1.36
1450163,4,1,1,0.20,0.29
1450346,1,2,2,0.67,0.07
1450538,3,1,1,0.25,0.21
1450569,2,1,1,0.33,0.14
1450720,1,1,2,0.50,0.07
1451398,11,3,1,0.21,0.79
1451494,4,1,1,0.20,0.29
1451708,1,1,2,0.50,0.07
1451827,5,3,5,0.38,0.36
1451913,3,1,1,0.25,0.21
1451934,6,2,1,0.25,0.43
1451976,4,1,1,0.20,0.29
1452020,1,1,2,0.50,0.07
1452248,6,2,1,0.25,0.43
1452378,9,1,1,0.10,0.64
1452552,4,1,1,0.20,0.29
1452658,1,1,2,0.50,0.07
1452868,0,2,1,1.00,0.00
1453146,0,1,1,1.00,0.00
1453696,7,2,1,0.22,0.50
1453916,9,1,1,0.10,0.64
1454431,1,1,2,0.50,0.07
1454660,5,2,5,0.29,0.36
1454693,29,2,2,0.06,2.07
1454902,1,2,2,0.67,0.07
1454962,0,1,1,1.00,0.00
1455041,6,1,1,0.14,0.43
1455247,0,1,1,1.00,0.00
1455281,6,1,1,0.14,0.43
1455340,8,1,1,0.11,0.57
1455455,8,1,1,0.11,0.57
1455885,6,1,1,0.14,0.43
1455907,3,2,1,0.40,0.21
1456124,9,2,1,0.18,0.64
1456209,2,1,1,0.33,0.14
1456521,3,1,1,0.25,0.21
1456523,15,1,1,0.06,1.07
1456648,6,3,1,0.33,0.43
1456981,22,2,1,0.08,1.57
1457073,0,1,1,1.00,0.00
1457428,1,1,2,0.50,0.07
1457803,1,1,2,0.50,0.07
1457857,4,1,1,0.20,0.29
1457932,0,4,1,1.00,0.00
1458268,17,1,1,0.06,1.21
1458621,0,1,1,1.00,0.00
1458703,2,1,1,0.33,0.14
1458707,16,1,2,0.06,1.14
1458919,3,1,1,0.25,0.21
1459144,6,1,1,0.14,0.43
1459269,4,1,1,0.20,0.29
1459327,1,1,2,0.50,0.07
1459401,1,1,2,0.50,0.07
1459520,3,2,1,0.40,0.21
1459889,3,1,1,0.25,0.21
1460464,3,2,1,0.40,0.21
1460518,4,1,1,0.20,0.29
1460740,9,2,1,0.18,0.64
1460763,2,1,1,0.33,0.14
1460938,0,1,1,1.00,0.00
1461175,3,2,1,0.40,0.21
1461391,3,1,1,0.25,0.21
1461904,4,1,1,0.20,0.29
1462046,10,1,2,0.09,0.71
1462204,4,1,1,0.20,0.29
1462667,0,2,1,1.00,0.00
1462694,0,2,1,1.00,0.00
1463204,10,1,2,0.09,0.71
1463532,1,1,2,0.50,0.07
1463698,1,2,2,0.67,0.07
1463773,0,1,1,1.00,0.00
1463867,13,1,3,0.07,0.93
1464554,0,4,1,1.00,0.00
1464572,5,1,5,0.17,0.36
1465169,6,1,1,0.14,0.43
1465548,1,2,2,0.67,0.07
1465741,0,1,1,1.00,0.00
1465804,9,1,1,0.10,0.64
1466553,1,1,2,0.50,0.07
1467069,1,1,2,0.50,0.07
1467605,5,1,5,0.17,0.36
1468664,0,1,1,1.00,0.00
1468884,3,2,1,0.40,0.21
1468923,0,2,1,1.00,0.00
1468999,6,1,1,0.14,0.43
1469196,13,1,3,0.07,0.93
1469245,7,7,1,0.50,0.50
1469271,3,1,1,0.25,0.21
1469525,2,5,1,0.71,0.14
1469854,0,1,1,1.00,0.00
1469906,3,1,1,0.25,0.21
1470172,13,1,3,0.07,0.93
1470310,1,1,2,0.50,0.07
1470428,3,2,1,0.40,0.21
1470469,22,1,1,0.04,1.57
1471321,1,1,2,0.50,0.07
1471548,4,1,1,0.20,0.29
1472209,2,1,1,0.33,0.14
1472294,0,1,1,1.00,0.00
1472645,6,1,1,0.14,0.43
1472741,1,1,2,0.50,0.07
1472793,6,2,1,0.25,0.43
1472980,4,1,1,0.20,0.29
1473118,21,1,3,0.05,1.50
1473164,0,1,1,1.00,0.00
1473322,4,1,1,0.20,0.29
1473535,6,1,1,0.14,0.43
1473720,4,5,1,0.56,0.29
1473848,10,1,2,0.09,0.71
1473852,7,1,1,0.13,0.50
1473884,1,1,2,0.50,0.07
1473991,3,2,1,0.40,0.21
1474057,9,7,1,0.44,0.64
1474135,13,2,3,0.13,0.93
1474156,2,3,1,0.60,0.14
1474177,4,1,1,0.20,0.29
1474191,7,3,1,0.30,0.50
1474201,21,3,3,0.13,1.50
1474261,14,1,1,0.07,1.00
1474400,1,1,2,0.50,0.07
1474407,2,1,1,0.33,0.14
1474591,0,1,1,1.00,0.00
1474680,4,1,1,0.20,0.29
1474772,2,1,1,0.33,0.14
1474839,2,1,1,0.33,0.14
1475264,3,4,1,0.57,0.21
1475453,0,1,1,1.00,0.00
1475832,1,1,2,0.50,0.07
1475975,2,2,1,0.50,0.14
1476269,0,1,1,1.00,0.00
1476424,3,2,1,0.40,0.21
1476790,6,1,1,0.14,0.43
1477016,0,1,1,1.00,0.00
1477057,3,3,1,0.50,0.21
1477340,6,1,1,0.14,0.43
1477576,2,2,1,0.50,0.14
1477612,0,1,1,1.00,0.00
1477616,1,1,2,0.50,0.07
1477968,2,1,1,0.33,0.14
1478117,0,1,1,1.00,0.00
1478155,5,1,5,0.17,0.36
1478166,7,1,1,0.13,0.50
1478184,21,1,3,0.05,1.50
1478222,2,1,1,0.33,0.14
1478316,2,1,1,0.33,0.14
1478713,10,1,2,0.09,0.71
1478812,5,2,5,0.29,0.36
1479128,8,2,1,0.20,0.57
1479305,10,2,2,0.17,0.71
1479525,13,1,3,0.07,0.93
1479842,0,3,1,1.00,0.00
1479941,0,1,1,1.00,0.00
1480585,5,1,5,0.17,0.36
1480913,3,7,1,0.70,0.21
1481042,3,2,1,0.40,0.21
1481701,1,2,2,0.67,0.07
1481842,6,1,1,0.14,0.43
1482193,1,1,2,0.50,0.07
1483081,4,1,1,0.20,0.29
1483216,5,1,5,0.17,0.36
1483223,3,3,1,0.50,0.21
1483415,4,1,1,0.20,0.29
1483426,0,1,1,1.00,0.00
1483508,18,1,2,0.05,1.29
1483608,11,1,1,0.08,0.79
1483788,7,2,1,0.22,0.50
1483800,1,1,2,0.50,0.07
1483982,2,3,1,0.60,0.14
1484283,4,1,1,0.20,0.29
1484384,0,1,1,1.00,0.00
1484699,7,1,1,0.13,0.50
1485546,28,2,3,0.07,2.00
1485675,0,1,1,1.00,0.00
1486244,8,5,1,0.38,0.57
1487388,8,1,1,0.11,0.57
1487693,18,1,2,0.05,1.29
1487732,10,3,2,0.23,0.71
1488308,6,1,1,0.14,0.43
1488319,7,1,1,0.13,0.50
1488335,4,1,1,0.20,0.29
1488467,2,1,1,0.33,0.14
1488517,1,4,2,0.80,0.07
1488571,19,2,1,0.10,1.36
1488659,1,2,2,0.67,0.07
1488715,12,2,1,0.14,0.86
1488734,10,3,2,0.23,0.71
1488821,0,1,1,1.00,0.00
1488886,1,1,2,0.50,0.07
1488934,0,1,1,1.00,0.00
1490149,3,2,1,0.40,0.21
1490331,9,1,1,0.10,0.64
1490516,9,1,1,0.10,0.64
1491265,4,1,1,0.20,0.29
1491323,5,1,5,0.17,0.36
1491478,8,3,1,0.27,0.57
1491717,19,3,1,0.14,1.36
1491786,2,1,1,0.33,0.14
1491804,4,1,1,0.20,0.29
1491820,7,2,1,0.22,0.50
1491821,0,2,1,1.00,0.00
1492066,9,1,1,0.10,0.64
1492152,4,2,1,0.33,0.29
1492180,22,8,1,0.27,1.57
1492398,20,2,7,0.09,1.43
1492443,0,1,1,1.00,0.00
1492508,5,1,5,0.17,0.36
1492536,4,2,1,0.33,0.29
1493058,2,1,1,0.33,0.14
1493725,0,3,1,1.00,0.00
1493759,7,1,1,0.13,0.50
1493810,9,1,1,0.10,0.64
1494232,1,1,2,0.50,0.07
1494316,1,1,2,0.50,0.07
1494482,15,5,1,0.25,1.07
1494899,1,2,2,0.67,0.07
1494981,10,1,2,0.09,0.71
1495051,9,2,1,0.18,0.64
1495434,9,1,1,0.10,0.64
1495563,0,1,1,1.00,0.00
1495600,8,1,1,0.11,0.57
1495663,28,1,3,0.03,2.00
1496370,2,1,1,0.33,0.14
1496561,4,1,1,0.20,0.29
1497111,0,5,1,1.00,0.00
1497237,4,1,1,0.20,0.29
1498787,0,1,1,1.00,0.00
1498858,17,1,1,0.06,1.21
1499369,9,1,1,0.10,0.64
1499660,1,1,2,0.50,0.07
1499981,6,4,1,0.40,0.43
1499995,3,2,1,0.40,0.21
1500592,1,1,2,0.50,0.07
1500951,0,1,1,1.00,0.00
1501284,6,2,1,0.25,0.43
1502221,7,1,1,0.13,0.50
1502637,4,1,1,0.20,0.29
1502638,0,1,1,1.00,0.00
1502952,2,1,1,0.33,0.14
1503097,0,1,1,1.00,0.00
1503104,0,1,1,1.00,0.00
1503777,0,1,1,1.00,0.00
1503806,2,2,1,0.50,0.14
1503815,3,1,1,0.25,0.21
1503951,1,2,2,0.67,0.07
1504147,1,1,2,0.50,0.07
1504189,16,3,2,0.16,1.14
1504476,5,1,5,0.17,0.36
1504605,6,1,1,0.14,0.43
1504703,5,1,5,0.17,0.36
1504778,11,1,1,0.08,0.79
1504913,2,1,1,0.33,0.14
1505064,0,1,1,1.00,0.00
1505193,0,1,1,1.00,0.00
1505384,2,1,1,0.33,0.14
1505421,0,1,1,1.00,0.00
1505601,3,1,1,0.25,0.21
1506230,9,1,1,0.10,0.64
1506398,18,2,2,0.10,1.29
1506512,4,2,1,0.33,0.29
1507374,1,1,2,0.50,0.07
1507560,9,1,1,0.10,0.64
1507774,2,1,1,0.33,0.14
1507844,13,2,3,0.13,0.93
1507981,3,1,1,0.25,0.21
1508082,4,1,1,0.20,0.29
1508231,6,3,1,0.33,0.43
1508289,21,3,3,0.13,1.50
1509088,1,1,2,0.50,0.07
1509154,3,1,1,0.25,0.21
1509726,7,2,1,0.22,0.50
1509875,1,1,2,0.50,0.07
1510117,0,1,1,1.00,0.00
1510382,3,1,1,0.25,0.21
1510673,10,1,2,0.09,0.71
1510848,0,1,1,1.00,0.00
1511144,3,1,1,0.25,0.21
1511331,3,2,1,0.40,0.21
1511462,7,2,1,0.22,0.50
1511465,5,1,5,0.17,0.36
1511762,4,1,1,0.20,0.29
1511884,3,1,1,0.25,0.21
1511897,1,2,2,0.67,0.07
1511904,0,1,1,1.00,0.00
1511997,0,1,1,1.00,0.00
1512482,1,1,2,0.50,0.07
1512748,5,2,5,0.29,0.36
1512814,4,1,1,0.20,0.29
1512898,1,1,2,0.50,0.07
1512916,3,1,1,0.25,0.21
1513617,3,1,1,0.25,0.21
1513985,14,2,1,0.13,1.00
1514061,3,1,1,0.25,0.21
1514204,1,1,2,0.50,0.07
1514223,12,1,1,0.08,0.86
1514338,3,1,1,0.25,0.21
1514427,2,1,1,0.33,0.14
1514534,7,2,1,0.22,0.50
1515633,19,1,1,0.05,1.36
1515889,1,2,2,0.67,0.07
1516457,6,1,1,0.14,0.43
1516486,5,1,5,0.17,0.36
1516586,3,1,1,0.25,0.21
1516945,0,1,1,1.00,0.00
1517111,7,2,1,0.22,0.50
1517213,9,1,1,0.10,0.64
1517672,1,1,2,0.50,0.07
1517799,3,3,1,0.50,0.21
1517897,12,2,1,0.14,0.86
1518472,0,1,1,1.00,0.00
1518490,1,1,2,0.50,0.07
1518989,1,1,2,0.50,0.07
1519162,0,2,1,1.00,0.00
1519273,7,2,1,0.22,0.50
1519891,1,1,2,0.50,0.07
1520393,0,2,1,1.00,0.00
1520402,0,1,1,1.00,0.00
1520423,7,1,1,0.13,0.50
1520510,0,1,1,1.00,0.00
1521276,1,3,2,0.75,0.07
1521368,3,1,1,0.25,0.21
1521409,3,2,1,0.40,0.21
1521477,10,1,2,0.09,0.71
1521523,8,1,1,0.11,0.57
1521607,1,2,2,0.67,0.07
1522205,0,1,1,1.00,0.00
1522326,1,2,2,0.67,0.07
1522381,1,2,2,0.67,0.07
1522840,18,2,2,0.10,1.29
1523306,1,1,2,0.50,0.07
1523396,0,2,1,1.00,0.00
1524516,6,2,1,0.25,0.43
1524741,10,3,2,0.23,0.71
1524871,1,2,2,0.67,0.07
1526198,19,3,1,0.14,1.36
1526571,6,2,1,0.25,0.43
1526616,7,1,1,0.13,0.50
1526671,21,2,3,0.09,1.50
1527121,3,1,1,0.25,0.21
1527184,3,2,1,0.40,0.21
1527352,11,6,1,0.35,0.79
1527777,2,1,1,0.33,0.14
1528456,6,2,1,0.25,0.43
1528660,0,1,1,1.00,0.00
1528710,1,1,2,0.50,0.07
1528904,19,3,1,0.14,1.36
1529558,12,3,1,0.20,0.86
1529792,25,1,2,0.04,1.79
1530089,10,1,2,0.09,0.71
1530988,0,1,1,1.00,0.00
1531911,1,7,2,0.88,0.07
1532132,3,1,1,0.25,0.21
1532399,0,1,1,1.00,0.00
1532468,9,1,1,0.10,0.64
1532953,2,2,1,0.50,0.14
1533177,4,1,1,0.20,0.29
1533201,7,4,1,0.36,0.50
1533291,13,1,3,0.07,0.93
1533519,1,1,2,0.50,0.07
1533835,0,2,1,1.00,0.00
1534702,11,1,1,0.08,0.79
1534726,0,1,1,1.00,0.00
1534959,5,2,5,0.29,0.36
1534975,7,1,1,0.13,0.50
1535024,2,1,1,0.33,0.14
1535173,13,2,3,0.13,0.93
1535395,13,2,3,0.13,0.93
1535431,2,3,1,0.60,0.14
1535561,5,1,5,0.17,0.36
1535775,4,4,1,0.50,0.29
1536101,0,1,1,1.00,0.00
1536255,16,6,2,0.27,1.14
1536548,26,2,4,0.07,1.86
1536561,2,2,1,0.50,0.14
1536748,3,3,1,0.50,0.21
1537275,0,1,1,1.00,0.00
1537399,13,1,3,0.07,0.93
1537672,4,1,1,0.20,0.29
1537874,3,1,1,0.25,0.21
1537987,9,1,1,0.10,0.64
1538024,2,2,1,0.50,0.14
1538027,1,1,2,0.50,0.07
1538066,1,1,2,0.50,0.07
1538169,16,5,2,0.24,1.14
1538178,11,2,1,0.15,0.79
1538285,2,3,1,0.60,0.14
1538428,4,1,1,0.20,0.29
1538480,11,2,1,0.15,0.79
1538486,17,1,1,0.06,1.21
1538532,24,4,1,0.14,1.71
1538555,7,8,1,0.53,0.50
1538735,0,1,1,1.00,0.00
1538750,4,1,1,0.20,0.29
1539174,6,1,1,0.14,0.43
1539588,4,1,1,0.20,0.29
1540029,15,1,1,0.06,1.07
1540496,0,1,1,1.00,0.00
1540664,1,1,2,0.50,0.07
1540858,14,3,1,0.18,1.00
1540887,8,4,1,0.33,0.57
1541087,5,2,5,0.29,0.36
1541170,10,1,2,0.09,0.71
1541178,0,1,1,1.00,0.00
1541263,0,1,1,1.00,0.00
1541341,0,2,1,1.00,0.00
1541418,0,1,1,1.00,0.00
1541441,1,1,2,0.50,0.07
1542076,6,2,1,0.25,0.43
1542377,4,1,1,0.20,0.29
1542419,1,1,2,0.50,0.07
1542458,2,1,1,0.33,0.14
1542730,13,1,3,0.07,0.93
1542803,0,1,1,1.00,0.00
1542907,1,1,2,0.50,0.07
1542965,15,1,1,0.06,1.07
1543532,4,1,1,0.20,0.29
1543788,9,3,1,0.25,0.64
1543834,11,1,1,0.08,0.79
1543864,8,1,1,0.11,0.57
1543891,13,2,3,0.13,0.93
1543931,2,2,1,0.50,0.14
1543969,8,3,1,0.27,0.57
1544008,3,1,1,0.25,0.21
1544211,14,5,1,0.26,1.00
1544496,5,1,5,0.17,0.36
1544564,4,3,1,0.43,0.29
1544591,9,2,1,0.18,0.64
1544912,5,1,5,0.17,0.36
1545470,6,1,1,0.14,0.43
1545485,1,1,2,0.50,0.07
1545652,4,2,1,0.33,0.29
1545730,5,1,5,0.17,0.36
1545803,8,1,1,0.11,0.57
1545991,0,1,1,1.00,0.00
1546513,4,1,1,0.20,0.29
1547085,3,1,1,0.25,0.21
1547108,3,1,1,0.25,0.21
1547121,12,1,1,0.08,0.86
1547205,4,1,1,0.20,0.29
1547349,6,1,1,0.14,0.43
1547411,15,1,1,0.06,1.07
1547454,0,1,1,1.00,0.00
1547501,4,1,1,0.20,0.29
1547517,5,3,5,0.38,0.36
1547702,15,2,1,0.12,1.07
1547788,6,2,1,0.25,0.43
1548046,0,1,1,1.00,0.00
1548092,2,1,1,0.33,0.14
1548114,14,2,1,0.13,1.00
1548145,7,2,1,0.22,0.50
1548173,1,2,2,0.67,0.07
1548198,9,1,1,0.10,0.64
1548294,7,1,1,0.13,0.50
1548332,0,2,1,1.00,0.00
1548526,2,1,1,0.33,0.14
1548527,2,2,1,0.50,0.14
1548581,4,1,1,0.20,0.29
1548636,14,2,1,0.13,1.00
1548694,0,1,1,1.00,0.00
1548828,4,1,1,0.20,0.29
1548924,2,1,1,0.33,0.14
1549023,6,2,1,0.25,0.43
1549104,9,1,1,0.10,0.64
1549120,16,4,2,0.20,1.14
1549150,11,2,1,0.15,0.79
1549334,1,2,2,0.67,0.07
1549496,13,1,3,0.07,0.93
1549652,10,1,2,0.09,0.71
1549902,1,2,2,0.67,0.07
1551043,1,3,2,0.75,0.07
1551497,0,1,1,1.00,0.00
1551509,0,1,1,1.00,0.00
